city,males,females,babies,young,elderly,lat,lng,state,state_name
Lamoine,1,0,0,0,1,44.4648001,-68.3164055,ME,Maine
Lincoln,6,1,0,0,7,44.1137571,-69.5351337,ME,Maine
Oakfield,1,1,0,0,2,46.0989408,-68.1500246,ME,Maine
Turner,1,1,0,0,2,44.2564588,-70.2561671,ME,Maine
Westbrook,2,0,0,0,2,43.6770252,-70.3711617,ME,Maine
Belfast,0,1,0,0,1,44.4259092,-69.0064234,ME,Maine
Falmouth,0,1,0,0,1,43.729525,-70.241993,ME,Maine
Big Island,1,0,0,0,1,19.3453191,-154.9804739,HI,Hawaii
Hilo,1,2,0,0,3,19.7067972,-155.0813821,HI,Hawaii
K?hei,1,0,0,0,1,20.785,-156.4655556,HI,Hawaii
Kauai,1,0,0,0,1,22.1019444,-159.3085111,HI,Hawaii
Maui,1,1,0,0,2,20.7873849,-156.38627,HI,Hawaii
Waikiki,1,0,0,0,1,21.2792788,-157.8285405,HI,Hawaii
Waipahu,1,0,0,0,1,21.3866667,-158.0091667,HI,Hawaii
Honolulu,0,2,0,0,2,21.3255125,-157.8473055,HI,Hawaii
Kawela,0,1,0,0,1,21.0675013,-156.9525933,HI,Hawaii
Boise,2,0,0,0,3,43.615046,-116.2044429,ID,Idaho
Burley,1,0,0,1,0,42.5357428,-113.7927948,ID,Idaho
Caldwell,1,0,0,0,1,43.6678736,-116.6894156,ID,Idaho
Chubbuck,1,0,0,0,1,42.9207477,-112.4660912,ID,Idaho
Coeur d'Alene,1,0,0,0,1,47.6757384,-116.7960225,ID,Idaho
Filer,1,0,0,0,1,42.570186,-114.6078214,ID,Idaho
Hayden,1,1,0,0,2,47.7660161,-116.7865815,ID,Idaho
Heyburn,1,0,0,0,1,42.5585202,-113.7639048,ID,Idaho
Holbrook,2,1,0,0,3,42.1618627,-112.6538676,ID,Idaho
Lapwai,1,0,1,0,0,46.4048865,-116.8048733,ID,Idaho
Meridan,1,0,0,0,1,43.0028293,-115.2040913,ID,Idaho
Moscow,2,0,0,0,2,46.7323875,-117.0001651,ID,Idaho
Mullan,1,0,0,0,1,47.4702078,-115.8018253,ID,Idaho
Nampa,1,0,0,0,1,43.5737361,-116.559642,ID,Idaho
Pocatello,1,1,0,0,2,42.8688613,-112.4401098,ID,Idaho
Rigby,1,0,0,0,1,43.6752023,-111.9180019,ID,Idaho
St. Maries,1,0,0,0,1,47.3143542,-116.5626675,ID,Idaho
Whitman County,1,0,0,0,1,46.7284485,-117.166927,ID,Idaho
Idaho Falls,0,1,0,0,1,43.493873,-112.0846153,ID,Idaho
Bonner Springs,1,1,0,0,2,39.059726,-94.8835754,KS,Kansas
De Soto,2,0,0,0,2,38.9791708,-94.9685784,KS,Kansas
El Dorado,1,0,0,0,1,37.81724,-96.8622524,KS,Kansas
Fort Scott,1,2,1,0,2,37.8397626,-94.7082951,KS,Kansas
Garden City,2,1,0,0,3,37.9716898,-100.8726618,KS,Kansas
Hoisington,1,1,0,0,2,38.5180672,-98.7781394,KS,Kansas
Hutchinson,1,0,0,0,1,38.0608444,-97.9297743,KS,Kansas
Independence,7,1,0,0,8,37.2242358,-95.7083131,KS,Kansas
Junction City,2,0,0,0,2,39.0286093,-96.8313978,KS,Kansas
Kansas City ,1,0,0,0,1,39.1078505,-94.7343196,KS,Kansas
Leavenworth,1,0,0,0,1,39.3111112,-94.9224637,KS,Kansas
Mayetta,1,0,0,0,1,39.3388851,-95.7224828,KS,Kansas
McPherson Co,1,0,0,0,1,38.391969,-97.64843664,KS,Kansas
Nodaway County,1,0,0,0,1,39.243731,-94.677846,KS,Kansas
Olathe,4,0,0,0,4,38.8843867,-94.8161127,KS,Kansas
Overland Park,2,0,0,0,1,38.9822282,-94.6707917,KS,Kansas
Salina,2,0,1,0,1,38.8402805,-97.6114237,KS,Kansas
Shawnee,2,4,0,0,6,39.0416718,-94.7202376,KS,Kansas
Sumner County,1,0,0,0,1,37.2375345,-97.47625647,KS,Kansas
Topeka,14,3,0,0,16,39.0490111,-95.6775557,KS,Kansas
Wichita,17,1,0,0,18,37.6922361,-97.3375448,KS,Kansas
Bazine,0,1,1,0,0,38.4444594,-99.692063,KS,Kansas
Pratt,0,1,0,0,1,37.6280602,-98.7485305,KS,Kansas
Boulder City,2,1,1,0,2,35.9785912,-114.8324851,NV,Nevada
Carson City,2,0,0,0,2,39.1637984,-119.7674034,NV,Nevada
Fernley,3,2,0,0,5,39.6079951,-119.2518245,NV,Nevada
Gardnerville,2,0,0,0,2,38.9412959,-119.7496216,NV,Nevada
Golconda,1,0,0,0,1,40.956712,-117.489402,NV,Nevada
Las Vegas,60,15,0,6,68,36.145204,-115.1611806,NV,Nevada
Moapa,1,0,0,0,1,36.675805,-114.6208232,NV,Nevada
Mustang,1,0,0,0,1,39.5218565,-119.6285169,NV,Nevada
North Las Vegas,2,0,0,0,2,36.1988597,-115.1175031,NV,Nevada
Reno,17,0,0,1,15,39.52927,-119.8136744,NV,Nevada
Sparks,2,0,1,0,1,39.5349169,-119.7526936,NV,Nevada
Sun Valley,2,0,0,0,2,39.6138205,-119.776797,NV,Nevada
Winnemucca,1,0,0,1,0,40.9729584,-117.7356849,NV,Nevada
Carlin,0,1,0,0,1,40.7138068,-116.1039662,NV,Nevada
Caledonia,2,0,0,0,2,44.4678493,-72.0897101,VT,Vermont
Danby,1,0,0,0,1,43.3461841,-72.9953817,VT,Vermont
Fairlee,1,1,0,0,2,43.9059156,-72.1474972,VT,Vermont
Johnson,1,0,0,1,0,44.6356063,-72.6803979,VT,Vermont
Londonderry,1,0,0,0,1,43.2264643,-72.8064866,VT,Vermont
Newbury,1,0,0,0,1,44.0792316,-72.0584234,VT,Vermont
Richford,1,0,0,0,1,44.9969898,-72.6712423,VT,Vermont
Barton,0,1,0,0,1,44.7481049,-72.1762128,VT,Vermont
St Albans,0,1,0,0,1,44.8108791,-73.0831924,VT,Vermont
Winooski,0,1,0,0,1,44.4949995,-73.1828073,VT,Vermont
Casper,2,1,0,0,3,42.866632,-106.313081,WY,Wyoming
Cheyenne,1,1,0,0,2,41.1399814,-104.8202462,WY,Wyoming
Clark,1,2,0,0,3,44.8993923,-109.1509804,WY,Wyoming
Gillette,1,0,0,0,1,44.2911006,-105.5021381,WY,Wyoming
Green River,1,0,0,0,1,41.5290933,-109.4664738,WY,Wyoming
Jackson Hole,1,0,0,0,1,43.6841215,-110.4436166,WY,Wyoming
Natrona,1,0,0,0,1,43.0296874,-106.8092162,WY,Wyoming
Lander,0,1,0,0,1,42.8330755,-108.7307024,WY,Wyoming
Yellowstone,0,1,1,0,0,45.7780247,-108.5472998,WY,Wyoming
Cumberland,2,1,0,0,3,41.9667656,-71.4328363,RI,Rhode Island
New Bedford,1,0,0,0,1,41.6362152,-70.934205,RI,Rhode Island
Pawtucket,3,0,0,0,3,41.878711,-71.3825558,RI,Rhode Island
Providence,10,1,1,1,9,41.8239891,-71.4128343,RI,Rhode Island
Taunton,1,0,0,0,1,41.900101,-71.0897675,RI,Rhode Island
Johnston,0,2,0,0,2,41.8310404,-71.5412101,RI,Rhode Island
Hinsdale,1,0,0,0,1,42.7861936,-72.4864773,NH,New Hampshire
Manchester,14,7,3,0,18,42.9956397,-71.4547891,NH,New Hampshire
Mont Vernon,1,0,0,0,1,42.8945294,-71.6742394,NH,New Hampshire
Walpole,1,0,0,0,1,43.0795232,-72.4259214,NH,New Hampshire
Weare,1,0,0,0,1,43.0948033,-71.7306314,NH,New Hampshire
Washington,101,9,0,3,107,38.8951148,-77.0363716,DC,Dist. of Columbia
Washington DC,1,0,0,0,1,38.8951148,-77.0363716,DC,Dist. of Columbia
